Individual_ID,Age,Gender,Region,Location,Education_Level,Occupation,Employment_Type,Monthly_Income_NGN,Poverty_Status
7c741503,56,Male,North West,Rural,None,Agriculture,Informal,41676.01,1
b2c86f9e,1,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
8b305074,16,Female,North Central,Rural,Primary,Agriculture,Informal,68028.83,1
6de4da1b,41,Male,North Central,Urban,Primary,Informal,Informal,148544.9,0
dca9aa33,13,Male,North Central,Rural,Primary,Student,Not in Labor Force,0.0,1
0ec9bdc7,6,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
457f1ab3,26,Female,North East,Rural,None,Informal,Informal,70385.31,1
dd414834,11,Male,North Central,Rural,Primary,Student,Not in Labor Force,0.0,1
757b4b86,42,Female,North East,Rural,Secondary,Trade/Services,Self-employed,75668.9,1
aa41d786,13,Female,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
dd4e9e72,39,Female,South West,Urban,Secondary,Trade/Services,Self-employed,479017.83,0
8d7b4a29,3,Female,North Central,Urban,None,None,Not in Labor Force,0.0,1
67d4e3ba,40,Female,South West,Urban,None,Informal,Informal,55190.63,1
527a13a2,68,Female,South West,Urban,Secondary,Manufacturing,Self-employed,57194.98,1
73e0718f,82,Male,South East,Urban,None,Retired/None,Not in Labor Force,0.0,1
c2d16463,17,Female,North Central,Rural,Primary,Agriculture,Informal,63569.52,1
176dbcb1,0,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
081c43c1,31,Male,South West,Rural,None,Agriculture,Informal,51362.5,1
719c004f,6,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
a90ca10e,13,Male,North East,Rural,Secondary,Student,Not in Labor Force,0.0,1
fa385425,13,Male,South West,Urban,Secondary,Student,Not in Labor Force,0.0,1
5f3066c3,19,Male,North West,Rural,Tertiary,Professional,Wage-employed,523481.28,0
aefedaf4,33,Female,North Central,Rural,Tertiary,Trade/Services,Wage-employed,216257.86,0
9eb96bf9,53,Female,South West,Urban,Secondary,Informal,Self-employed,120681.2,0
59fd1967,60,Male,South South,Urban,Tertiary,Trade/Services,Wage-employed,238122.22,0
a57f2a0b,1,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
973e5c2d,67,Male,North East,Rural,None,Agriculture,Informal,97206.72,0
e653416b,0,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
24f80c64,30,Female,North West,Rural,None,Agriculture,Informal,65260.48,1
9360f207,7,Female,North West,Urban,None,Student,Not in Labor Force,0.0,1
109a2b7c,64,Female,South East,Urban,Primary,Informal,Informal,68520.56,1
28304a60,61,Male,North West,Urban,Secondary,Trade/Services,Self-employed,121784.18,0
531fbfa7,6,Female,North East,Urban,Primary,Student,Not in Labor Force,0.0,1
9af7433f,10,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
3566c072,55,Male,South East,Urban,Tertiary,Trade/Services,Wage-employed,395226.26,0
1efe9f60,52,Female,South East,Rural,Secondary,Informal,Self-employed,41671.95,1
f0f5a6f5,1,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
7fd57bcd,64,Male,South West,Urban,Primary,Informal,Informal,162368.71,0
a3803ef5,8,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
f2cc15f9,40,Female,North Central,Rural,None,Agriculture,Informal,116124.36,0
7e900746,28,Female,North Central,Rural,Primary,Agriculture,Informal,61353.55,1
518b9066,13,Male,North East,Urban,Secondary,Student,Not in Labor Force,0.0,1
94d22495,28,Male,South East,Rural,Secondary,Trade/Services,Self-employed,94872.17,1
852999e8,8,Male,North Central,Rural,None,Student,Not in Labor Force,0.0,1
7f39d885,3,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
76eab1e7,68,Female,North East,Urban,None,Informal,Informal,44444.89,1
456afe29,14,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
4fee803b,29,Male,South South,Rural,Secondary,Unemployed,Self-employed,278284.98,0
ed9565fd,1,Male,South West,Urban,None,None,Not in Labor Force,0.0,1
333ff544,13,Female,South West,Urban,Secondary,Student,Not in Labor Force,0.0,1
e44b6614,9,Female,North Central,Rural,None,Student,Not in Labor Force,0.0,1
a74680ba,15,Female,South West,Urban,None,Informal,Informal,197061.81,0
da8a409f,9,Female,South East,Rural,Primary,Student,Not in Labor Force,0.0,1
0d98835e,34,Female,South West,Urban,Primary,Informal,Informal,102399.47,0
818948c0,24,Female,South South,Rural,None,Agriculture,Informal,97932.02,0
5b6c8968,74,Female,South South,Urban,Secondary,Retired/None,Not in Labor Force,0.0,1
ffb3b625,10,Male,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
568be2f8,38,Female,South West,Rural,Secondary,Informal,Self-employed,206548.1,0
8eabff80,48,Female,South South,Urban,Tertiary,Professional,Wage-employed,741538.26,0
22fffbe6,42,Male,North Central,Urban,Secondary,Trade/Services,Self-employed,79720.58,1
c3d17d72,41,Male,South South,Rural,Primary,Informal,Informal,49678.33,1
1bd2eeb7,54,Male,South South,Urban,Secondary,Trade/Services,Self-employed,176470.55,0
e28b0ec6,15,Female,South South,Urban,Secondary,Informal,Self-employed,150541.63,0
22af109d,14,Male,South East,Urban,None,Student,Not in Labor Force,0.0,1
e081e0eb,0,Male,North Central,Rural,None,None,Not in Labor Force,0.0,1
e6587e4c,18,Female,North West,Rural,Secondary,Manufacturing,Self-employed,155101.57,0
04b65cef,21,Male,North East,Rural,None,Informal,Informal,88100.65,1
04399ccd,23,Female,South East,Urban,Secondary,Trade/Services,Self-employed,154536.07,0
9cee1943,30,Male,North West,Rural,None,Agriculture,Informal,12553.54,1
01effefb,4,Female,North Central,Urban,None,None,Not in Labor Force,0.0,1
08f0fcbd,1,Male,South West,Rural,None,None,Not in Labor Force,0.0,1
7742f4e2,37,Male,South West,Urban,Tertiary,Manufacturing,Wage-employed,809119.39,0
570ecb0c,57,Male,South South,Rural,None,Agriculture,Informal,99054.1,0
861fac5d,1,Female,South West,Rural,None,None,Not in Labor Force,0.0,1
475165f8,39,Female,South East,Urban,Secondary,Informal,Self-employed,461172.98,0
4d9403e1,8,Male,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
1564f957,27,Female,South East,Rural,Secondary,Trade/Services,Self-employed,74124.5,1
1ac6a809,7,Male,North East,Urban,None,Student,Not in Labor Force,0.0,1
90db622e,25,Female,North West,Urban,Primary,Informal,Informal,26749.11,1
241e25cb,3,Female,South South,Rural,None,None,Not in Labor Force,0.0,1
8b890904,31,Female,South West,Urban,Secondary,Informal,Self-employed,119578.82,0
b88cffd0,4,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
6ee4eba0,12,Female,North Central,Rural,None,Student,Not in Labor Force,0.0,1
97c2d9fe,13,Female,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
96d94d3e,41,Female,South West,Urban,None,Informal,Informal,106298.69,0
159ed2ce,34,Female,North West,Rural,Primary,Agriculture,Informal,45925.54,1
77ebb0ea,0,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
c54cea9b,56,Female,North Central,Rural,Primary,Informal,Informal,136363.06,0
aacc1f8d,46,Female,North Central,Rural,None,Agriculture,Informal,40292.33,1
6c58587e,22,Female,South West,Rural,Secondary,Informal,Self-employed,92917.64,1
c63eda5d,7,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
8a930a7f,43,Male,South West,Rural,Primary,Agriculture,Informal,51658.29,1
eed23828,7,Male,South South,Rural,Primary,Student,Not in Labor Force,0.0,1
a014dbc0,2,Male,South West,Urban,None,None,Not in Labor Force,0.0,1
9e3cf786,70,Female,South West,Urban,Tertiary,Manufacturing,Wage-employed,2115045.48,0
0162336a,11,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
278783f9,53,Female,North West,Rural,Primary,Informal,Informal,34764.55,1
e5596229,62,Female,South West,Urban,Primary,Trade/Services,Informal,114718.76,0
0b5939f1,55,Female,North East,Rural,Primary,Informal,Informal,29122.77,1
4ec073b1,35,Male,South East,Rural,None,Agriculture,Informal,73554.28,1
dabf1968,8,Female,North Central,Rural,Primary,Student,Not in Labor Force,0.0,1
d2a1c0fd,5,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
5d7acf4d,56,Female,South South,Urban,Primary,Informal,Informal,45584.35,1
269863aa,9,Male,North West,Urban,None,Student,Not in Labor Force,0.0,1
0fcb00b2,9,Female,North East,Urban,Primary,Student,Not in Labor Force,0.0,1
74e224de,3,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
e3531d01,12,Female,North East,Rural,None,Student,Not in Labor Force,0.0,1
22970208,0,Female,North East,Rural,None,None,Not in Labor Force,0.0,1
11248ba0,0,Female,South East,Urban,None,None,Not in Labor Force,0.0,1
d8e440f8,44,Female,South South,Urban,Secondary,Trade/Services,Self-employed,257807.06,0
1a4ea394,40,Female,South East,Rural,Secondary,Trade/Services,Self-employed,170225.14,0
25081707,60,Female,North Central,Urban,Secondary,Manufacturing,Self-employed,156829.13,0
ca637643,2,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
5ff28f4a,4,Male,North Central,Urban,None,None,Not in Labor Force,0.0,1
79748892,4,Male,North Central,Urban,None,None,Not in Labor Force,0.0,1
7f980856,31,Male,North Central,Rural,None,Informal,Informal,25981.56,1
aa843b89,60,Male,North West,Rural,None,Agriculture,Informal,57992.99,1
7ff79696,7,Male,South South,Rural,Primary,Student,Not in Labor Force,0.0,1
866fdfa7,35,Male,South East,Rural,Secondary,Trade/Services,Self-employed,82249.89,1
1bde6f55,4,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
0457cc0a,55,Male,South South,Rural,Primary,Informal,Informal,98541.76,0
20d2a626,54,Male,North East,Rural,None,Agriculture,Informal,34839.5,1
17b66994,59,Female,North West,Rural,Primary,Agriculture,Informal,119735.08,0
f8828d82,63,Female,South East,Urban,Secondary,Informal,Self-employed,238096.72,0
24832172,33,Female,South South,Urban,Tertiary,Trade/Services,Wage-employed,175493.88,0
1a730d98,11,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
e5654e43,21,Male,North West,Rural,Secondary,Informal,Self-employed,86529.28,1
1e1bb3fe,0,Male,South East,Urban,None,None,Not in Labor Force,0.0,1
8c25e95a,15,Male,North West,Urban,None,Informal,Informal,78370.18,1
58766c6c,51,Male,North Central,Urban,Secondary,Trade/Services,Self-employed,243669.66,0
b2931c18,20,Male,North East,Rural,None,Informal,Informal,39652.43,1
a7966f94,40,Female,South South,Urban,Tertiary,Professional,Wage-employed,453414.73,0
a41dbb63,16,Male,North Central,Urban,Secondary,Trade/Services,Self-employed,257670.03,0
d823ae58,46,Male,South South,Rural,Secondary,Trade/Services,Self-employed,114778.74,0
4948c895,62,Male,North East,Urban,Primary,Informal,Informal,26518.75,1
399564f1,5,Female,North East,Urban,None,None,Not in Labor Force,0.0,1
456a35cc,4,Male,South South,Urban,None,None,Not in Labor Force,0.0,1
7d44f2e7,4,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
091853b5,14,Male,South West,Urban,None,Student,Not in Labor Force,0.0,1
6849a09a,26,Male,North East,Urban,Secondary,Informal,Self-employed,99040.84,0
c675b94f,2,Male,South East,Urban,None,None,Not in Labor Force,0.0,1
79247664,94,Female,North West,Rural,None,Retired/None,Not in Labor Force,0.0,1
d74e5247,5,Male,North Central,Urban,None,None,Not in Labor Force,0.0,1
b25bbfbc,14,Female,South West,Urban,Secondary,Student,Not in Labor Force,0.0,1
0dc5bcd8,29,Female,North Central,Urban,None,Informal,Informal,139043.13,0
40f0bee6,30,Female,North West,Urban,None,Trade/Services,Informal,129007.43,0
6f9cf1c1,34,Male,South West,Rural,None,Informal,Informal,15527.46,1
86395ec3,27,Male,North Central,Urban,Tertiary,Professional,Wage-employed,451550.58,0
cf87a5b6,58,Male,North West,Rural,None,Agriculture,Informal,105619.97,0
f392b9e0,9,Female,South West,Rural,Primary,Student,Not in Labor Force,0.0,1
9c691fc7,78,Female,South South,Rural,Primary,Retired/None,Not in Labor Force,0.0,1
c2063a77,95,Male,North West,Rural,Primary,Retired/None,Not in Labor Force,0.0,1
c4f5be67,48,Female,South West,Urban,Secondary,Informal,Self-employed,184122.15,0
f0ce373e,12,Female,South West,Urban,Tertiary,Student,Not in Labor Force,0.0,1
a97bbbcd,17,Female,North West,Rural,Primary,Informal,Informal,88622.85,1
d4aff1b0,8,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
8c965f4a,10,Female,North Central,Urban,Primary,Student,Not in Labor Force,0.0,1
12e16e1a,10,Male,South East,Rural,Primary,Student,Not in Labor Force,0.0,1
90d0ee0f,39,Female,North West,Rural,None,Agriculture,Informal,206362.55,0
0f53085b,36,Male,South East,Rural,Secondary,Trade/Services,Self-employed,96175.33,1
28de8ea5,56,Male,South West,Urban,Primary,Informal,Informal,97038.78,0
d4c11f3e,60,Female,North East,Rural,Secondary,Trade/Services,Self-employed,56179.25,1
2f4f22af,8,Female,North Central,Urban,Primary,Student,Not in Labor Force,0.0,1
77cf4a4d,3,Male,South South,Urban,None,None,Not in Labor Force,0.0,1
ed2378fe,10,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
1fa3834c,85,Female,North Central,Rural,Secondary,Retired/None,Not in Labor Force,0.0,1
4b6cd103,9,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
7eec0bbb,36,Female,North West,Rural,None,Informal,Informal,40912.76,1
255c2a79,43,Female,North West,Urban,Primary,Informal,Informal,66225.14,1
7e24ae32,23,Male,North West,Rural,None,Agriculture,Informal,99691.47,0
c2610ab7,19,Female,North East,Rural,None,Agriculture,Informal,38232.25,1
c6453dd3,54,Female,North West,Rural,None,Agriculture,Informal,125589.49,0
2a6c8b0c,25,Female,South East,Urban,Tertiary,Professional,Wage-employed,207751.98,0
c83a8f36,15,Male,South South,Rural,Secondary,Trade/Services,Self-employed,144894.76,0
48f6bcc3,4,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
934555d8,9,Female,North Central,Rural,None,Student,Not in Labor Force,0.0,1
9f2304e0,15,Female,North West,Urban,Primary,Trade/Services,Informal,112559.8,0
e5145df1,53,Female,North West,Rural,None,Agriculture,Informal,69876.65,1
8f485b5d,11,Female,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
f61a2f7a,60,Female,North East,Rural,None,Agriculture,Informal,108096.89,0
c2ec3053,19,Male,South South,Urban,Tertiary,Professional,Wage-employed,256395.17,0
236b0019,63,Male,North East,Rural,None,Agriculture,Informal,45266.57,1
72cd7005,5,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
e02632db,40,Female,North West,Urban,Tertiary,Trade/Services,Wage-employed,224580.18,0
813fb465,20,Male,North West,Rural,None,Agriculture,Informal,60198.77,1
dcca57d2,10,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
ce93f45a,9,Male,North West,Rural,None,Student,Not in Labor Force,0.0,1
49c0269d,79,Male,South South,Rural,Secondary,Retired/None,Not in Labor Force,0.0,1
b955f7f6,6,Female,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
55537ec0,48,Female,South West,Urban,Tertiary,Manufacturing,Wage-employed,372515.81,0
cf85f991,45,Male,South South,Rural,Tertiary,Professional,Wage-employed,495772.8,0
da1a59bc,11,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
56614345,58,Female,North Central,Rural,None,Informal,Informal,75515.03,1
5dd48fc0,30,Female,South East,Rural,Tertiary,Professional,Wage-employed,448493.92,0
1dcb90f5,52,Male,North West,Rural,Primary,Agriculture,Informal,53195.15,1
6dcbc2a1,2,Female,South West,Rural,None,None,Not in Labor Force,0.0,1
5bea9ef7,16,Male,North West,Rural,None,Agriculture,Informal,76374.54,1
51cd3347,3,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
0acb0273,4,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
3d71b4cd,75,Female,South South,Rural,None,Retired/None,Not in Labor Force,0.0,1
d6368106,9,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
5ab67cb1,39,Female,North West,Rural,Tertiary,Trade/Services,Wage-employed,879968.38,0
1a5c2d27,2,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
578357f6,49,Female,North East,Rural,None,Agriculture,Informal,26706.83,1
9541dcf3,5,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
28176637,69,Male,North West,Rural,None,Agriculture,Informal,19861.6,1
124274e2,36,Female,South West,Urban,Tertiary,Professional,Wage-employed,586628.97,0
f99c2c3e,6,Male,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
bf5cf35c,10,Female,North East,Urban,Primary,Student,Not in Labor Force,0.0,1
bf97ad0e,2,Male,North West,Urban,None,None,Not in Labor Force,0.0,1
c9c7b663,45,Male,South West,Urban,None,Trade/Services,Informal,48575.49,1
716d1c8f,12,Female,South East,Urban,Secondary,Student,Not in Labor Force,0.0,1
f4ba605f,22,Male,North East,Urban,Secondary,Informal,Self-employed,58160.47,1
cb7c0d92,34,Male,North West,Rural,Primary,Agriculture,Informal,82482.77,1
97e7928e,9,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
e01ce140,48,Female,South West,Urban,Secondary,Informal,Self-employed,72938.68,1
9ddf2e65,18,Female,South South,Rural,Secondary,Trade/Services,Self-employed,248558.54,0
d97b65b2,1,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
34e0c97a,2,Male,North East,Rural,None,None,Not in Labor Force,0.0,1
a8c82f5c,3,Male,North West,Urban,None,None,Not in Labor Force,0.0,1
179641e2,34,Female,North East,Rural,None,Agriculture,Informal,65767.55,1
3ad7c04d,23,Female,North Central,Urban,Secondary,Trade/Services,Self-employed,117999.6,0
6346dce2,30,Male,South South,Urban,Secondary,Trade/Services,Self-employed,81393.59,1
58801433,40,Male,North West,Rural,Secondary,Informal,Self-employed,112320.65,0
cded5652,52,Male,South East,Rural,Secondary,Informal,Self-employed,38004.02,1
87286713,39,Male,North East,Rural,None,Agriculture,Informal,13616.34,1
328cbfea,18,Male,South East,Urban,Secondary,Trade/Services,Self-employed,52444.33,1
491fd92c,8,Female,North Central,Urban,None,Student,Not in Labor Force,0.0,1
3a4cb899,10,Male,North West,Rural,None,Student,Not in Labor Force,0.0,1
5b3ff33c,12,Male,South South,Rural,Secondary,Student,Not in Labor Force,0.0,1
1a6e69ee,8,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
e78ef9ea,52,Male,South West,Urban,Primary,Informal,Informal,159901.63,0
66d1897e,33,Female,South South,Rural,Primary,Informal,Informal,34389.84,1
feee80a0,13,Female,North West,Urban,Secondary,Student,Not in Labor Force,0.0,1
75facc82,14,Male,South West,Urban,Secondary,Student,Not in Labor Force,0.0,1
b6f65408,35,Female,South East,Urban,Tertiary,Professional,Wage-employed,169278.17,0
5e58dcb3,29,Male,South South,Urban,Primary,Informal,Informal,76628.1,1
895a3a65,2,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
3eb8ae2d,51,Female,North East,Rural,None,Agriculture,Informal,227478.86,0
86fe57fd,4,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
ac6521b3,1,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
38a1b151,78,Female,South West,Urban,Tertiary,Retired/None,Not in Labor Force,0.0,1
8c2a4d27,80,Female,South South,Rural,None,Retired/None,Not in Labor Force,0.0,1
69d0e7c6,13,Female,North West,Rural,Tertiary,Student,Not in Labor Force,0.0,1
e6e2925a,23,Male,North West,Rural,Secondary,Manufacturing,Self-employed,190067.92,0
cff77ff3,61,Female,South West,Urban,Secondary,Unemployed,Self-employed,82432.34,1
acbe64c6,21,Male,South South,Urban,Secondary,Manufacturing,Self-employed,81545.92,1
412593d6,28,Male,North Central,Urban,Tertiary,Professional,Wage-employed,248308.43,0
cd8b0ba3,20,Female,South South,Urban,Secondary,Trade/Services,Self-employed,77175.8,1
0d16e833,35,Male,South South,Urban,Primary,Trade/Services,Informal,112002.44,0
5371e9fa,29,Male,South South,Urban,Tertiary,Professional,Wage-employed,327234.04,0
2be00dd6,3,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
dcb1a3eb,7,Male,South South,Rural,Primary,Student,Not in Labor Force,0.0,1
252e6af2,1,Male,South East,Rural,None,None,Not in Labor Force,0.0,1
cccad993,54,Female,South West,Rural,None,Agriculture,Informal,30703.01,1
cb0c6c96,0,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
f720b67d,46,Female,North West,Urban,Secondary,Trade/Services,Self-employed,59768.84,1
1d5c78a3,90,Female,North West,Rural,None,Retired/None,Not in Labor Force,0.0,1
65b2cd2a,0,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
eb42b124,19,Female,North West,Urban,None,Trade/Services,Informal,321457.35,0
629ae3f0,44,Male,South South,Rural,Secondary,Informal,Self-employed,153775.3,0
e5b970b9,36,Female,South West,Urban,Tertiary,Trade/Services,Wage-employed,239508.91,0
f6dc8a7e,3,Female,North East,Urban,None,None,Not in Labor Force,0.0,1
e56a030c,30,Male,South East,Rural,Secondary,Informal,Self-employed,204314.49,0
5073c008,21,Male,North Central,Rural,None,Informal,Informal,29988.42,1
7e5d7d5c,21,Male,North West,Rural,Primary,Agriculture,Informal,55145.68,1
fc78ba86,64,Female,South South,Urban,Secondary,Trade/Services,Self-employed,114928.04,0
b1fd2dcc,64,Male,North East,Rural,Secondary,Informal,Self-employed,110127.68,0
734b508d,16,Male,South West,Urban,Tertiary,Professional,Wage-employed,227462.05,0
09a187f1,61,Female,North East,Rural,Primary,Agriculture,Informal,64672.72,1
fed8f48d,28,Female,North Central,Rural,Tertiary,Professional,Wage-employed,103877.98,0
360d0c2d,14,Male,South East,Rural,Secondary,Student,Not in Labor Force,0.0,1
cebb0e73,64,Female,North West,Urban,None,Informal,Informal,64470.36,1
452f2b53,55,Male,South South,Rural,Secondary,Trade/Services,Self-employed,219946.25,0
d5c643a4,28,Female,North West,Rural,Secondary,Trade/Services,Self-employed,182628.9,0
4bc4b748,4,Female,North Central,Urban,None,None,Not in Labor Force,0.0,1
ec68a3fa,25,Male,South South,Rural,Primary,Agriculture,Informal,39434.31,1
943b7ce7,7,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
80b2a66d,19,Male,North West,Rural,None,Agriculture,Informal,23967.13,1
ea8ea00f,12,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
47897892,25,Male,South West,Urban,Tertiary,Manufacturing,Wage-employed,108024.47,0
c0547dcb,69,Male,North West,Urban,Tertiary,Manufacturing,Wage-employed,579825.52,0
bf6eed8d,0,Male,North Central,Rural,None,None,Not in Labor Force,0.0,1
7f8b14c7,86,Male,South East,Urban,None,Retired/None,Not in Labor Force,0.0,1
4b6dd480,3,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
3d930a74,29,Female,North West,Rural,Primary,Agriculture,Informal,70758.91,1
7dd37abc,33,Female,North Central,Urban,None,Informal,Informal,101865.02,0
f00c7ba9,36,Male,South South,Rural,None,Informal,Informal,165109.09,0
7ec87593,48,Male,South West,Rural,None,Agriculture,Informal,65626.61,1
2f800654,31,Female,South West,Urban,Secondary,Informal,Self-employed,152794.52,0
d161e7aa,11,Male,North East,Rural,None,Student,Not in Labor Force,0.0,1
233d00e2,8,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
6ab7652b,31,Female,North East,Rural,Secondary,Trade/Services,Self-employed,42683.69,1
58960805,24,Male,North Central,Rural,Tertiary,Trade/Services,Wage-employed,785725.08,0
e20cc946,42,Female,North East,Rural,None,Agriculture,Informal,54264.49,1
49aeeae8,32,Female,North Central,Rural,None,Informal,Informal,36675.87,1
dcadd5fa,32,Female,South West,Rural,Secondary,Informal,Self-employed,111827.63,0
3bad21a0,59,Male,South West,Rural,None,Agriculture,Informal,198826.32,0
30166535,13,Male,North West,Rural,None,Student,Not in Labor Force,0.0,1
fce5d818,30,Male,South East,Rural,Primary,Informal,Informal,215586.93,0
92df05ec,1,Male,South West,Urban,None,None,Not in Labor Force,0.0,1
8634ba41,9,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
6067266f,1,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
4527abd5,14,Female,South West,Rural,Secondary,Student,Not in Labor Force,0.0,1
508f5a34,31,Female,North East,Urban,Secondary,Informal,Self-employed,74440.86,1
f1d54b04,6,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
8b0f6c5b,26,Female,North West,Rural,Primary,Informal,Informal,121203.1,0
20b38a45,1,Male,North West,Urban,None,None,Not in Labor Force,0.0,1
4f010863,9,Female,South South,Rural,Primary,Student,Not in Labor Force,0.0,1
f706924c,4,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
c0fc9c34,4,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
d27869f5,17,Female,South South,Urban,Tertiary,Trade/Services,Wage-employed,489646.45,0
9228f77c,33,Female,South West,Urban,Secondary,Informal,Self-employed,241000.75,0
af8531a8,59,Male,South West,Urban,Primary,Trade/Services,Informal,95418.69,1
f261e5bd,58,Male,North East,Rural,None,Agriculture,Informal,86589.25,1
0db8d807,2,Male,South West,Urban,None,None,Not in Labor Force,0.0,1
9aaf3821,20,Male,North West,Rural,None,Agriculture,Informal,132294.15,0
67039da6,28,Female,North Central,Rural,None,Agriculture,Informal,20962.66,1
d265ab34,18,Male,North West,Urban,Secondary,Trade/Services,Self-employed,165416.93,0
48c93e5c,12,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
4fdf5a21,2,Male,North West,Urban,None,None,Not in Labor Force,0.0,1
49ccbe5b,1,Male,North East,Rural,None,None,Not in Labor Force,0.0,1
60fd7dab,12,Female,South East,Urban,None,Student,Not in Labor Force,0.0,1
eea0df9d,49,Male,North East,Rural,Secondary,Informal,Self-employed,48937.18,1
6b60cc3e,52,Female,South East,Urban,Secondary,Trade/Services,Self-employed,100895.48,0
90a08bde,30,Female,South West,Urban,Secondary,Trade/Services,Self-employed,133330.03,0
5c4778a5,34,Male,North Central,Urban,None,Informal,Informal,44147.91,1
90404e9d,38,Male,North West,Rural,None,Agriculture,Informal,42241.88,1
4a1d656a,49,Male,South South,Rural,Secondary,Trade/Services,Self-employed,42598.32,1
3e3741fe,58,Female,North West,Rural,None,Agriculture,Informal,41941.54,1
1bd0b3f4,2,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
13f2aaed,2,Male,South West,Rural,None,None,Not in Labor Force,0.0,1
d610f20c,7,Female,North Central,Urban,Primary,Student,Not in Labor Force,0.0,1
46afa58d,18,Male,North West,Urban,Secondary,Trade/Services,Self-employed,181155.47,0
278cdcba,47,Female,North Central,Rural,None,Informal,Informal,100636.63,0
d419d104,1,Female,South South,Rural,None,None,Not in Labor Force,0.0,1
13761a43,27,Female,South East,Urban,Secondary,Informal,Self-employed,83983.26,1
3cc22b0a,13,Female,South South,Urban,Tertiary,Student,Not in Labor Force,0.0,1
a86eff50,59,Male,North East,Rural,None,Agriculture,Informal,132810.0,0
497a8185,13,Female,North East,Rural,None,Student,Not in Labor Force,0.0,1
8e418fd3,1,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
2017818d,44,Female,South South,Rural,Secondary,Trade/Services,Self-employed,139585.21,0
3d0553b6,2,Male,North East,Urban,None,None,Not in Labor Force,0.0,1
19e14af8,5,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
84732901,7,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
2416213b,62,Female,North Central,Urban,Tertiary,Professional,Wage-employed,946033.67,0
283983f6,58,Male,South West,Urban,Tertiary,Trade/Services,Wage-employed,138348.79,0
4a245a1d,0,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
54e089b9,55,Female,North Central,Urban,None,Informal,Informal,97416.47,0
